trip_id,member_id,destination,duration_days,cost_usd,activities,start_date_clean
T1720,1870,Bali,6,110000,"['beach', 'spa']",2022-10-19
T1721,1160,Cancun,5,73000,['spa'],2024-10-10
T1722,1160,Tokyo,3,93000,"['shopping', 'spa']",2023-11-27
T1723,1160,Bali,7,109000,"['shopping', 'spa', 'wine tasting']",2022-12-14
T1724,1686,Rome,9,221000,['spa'],2021-09-16
T1725,1686,Paris,8,435000,['spa'],2025-01-14
T1726,1598,Cancun,8,81000,"['hiking', 'safari', 'kayaking']",2024-07-07
T1727,1598,Barcelona,10,148000,"['hiking', 'safari']",2021-11-16
T1728,1598,Paris,8,497000,['kayaking'],2023-08-25
T1729,1577,Cape Town,3,276000,['safari'],2021-08-10
T1730,1577,Bali,5,119000,"['kayaking', 'safari', 'hiking']",2021-12-08
T1731,1911,Barcelona,4,147000,"['snorkeling', 'spa', 'beach']",2024-12-28
T1732,1911,Rome,6,270000,"['beach', 'snorkeling', 'spa']",2024-08-04
T1733,1911,Bali,10,125000,['snorkeling'],2021-11-24
T1734,1911,Tokyo,3,92000,"['snorkeling', 'beach']",2022-05-22
T1735,1673,Tokyo,8,84000,['beach'],2022-01-24
T1736,1898,Rome,9,232000,"['beach', 'snorkeling']",2023-08-02
T1737,1898,Paris,9,427000,['beach'],2022-01-02
T1738,1898,Banff,10,300000,['beach'],2021-11-02
T1739,1898,Barcelona,4,151000,['spa'],2023-07-09
T1740,1710,Bali,7,116000,"['wine tasting', 'shopping', 'spa']",2024-07-02
T1741,1710,Bali,5,123000,['spa'],2023-12-13
T1742,1710,Tokyo,10,91000,"['wine tasting', 'spa', 'shopping']",2024-08-18
T1743,1710,Bali,3,120000,"['shopping', 'spa', 'wine tasting']",2023-05-14
T1744,1710,Bali,6,107000,['spa'],2022-03-11
T1745,1121,Cape Town,3,324000,"['hiking', 'safari', 'kayaking']",2022-09-21
T1746,1121,Banff,7,245000,"['kayaking', 'safari']",2023-01-08
T1747,1121,Barcelona,9,199000,['hiking'],2023-03-11
T1748,1737,Tokyo,8,88000,"['food tour', 'hiking', 'museum tour']",2023-04-29
T1749,1737,Barcelona,9,195000,['museum tour'],2024-05-29
T1750,1737,Tokyo,7,110000,"['museum tour', 'hiking', 'food tour']",2024-12-11
T1751,1737,Barcelona,5,205000,"['museum tour', 'hiking', 'food tour']",2024-06-28
T1752,1737,Tokyo,5,107000,['hiking'],2022-11-29
T1753,1187,Bali,5,106000,"['spa', 'wine tasting', 'shopping']",2022-09-23
T1754,1187,Tokyo,10,100000,"['wine tasting', 'shopping', 'spa']",2025-02-07
T1755,1187,Cancun,9,72000,"['wine tasting', 'spa', 'shopping']",2022-03-17
T1756,1187,Cancun,9,91000,"['spa', 'wine tasting', 'shopping']",2023-01-28
T1757,1187,Bali,8,128000,['spa'],2023-06-07
T1758,1016,Tokyo,6,121000,"['snorkeling', 'beach', 'spa']",2025-03-30
T1759,1301,Barcelona,10,205000,['beach'],2023-05-13
T1760,1301,Cancun,4,88000,"['snorkeling', 'spa', 'beach']",2022-09-23
T1761,1301,Barcelona,9,212000,['beach'],2023-06-06
T1762,1301,Barcelona,4,144000,"['beach', 'spa']",2023-11-14
T1763,1459,Cancun,9,74000,"['hiking', 'safari']",2024-03-31
T1764,1459,Banff,8,250000,['hiking'],2024-09-23
T1765,1459,Cancun,4,75000,"['hiking', 'safari']",2023-12-25
T1766,1623,Cape Town,3,245000,['kayaking'],2024-07-22
T1767,1623,Cancun,7,69000,"['kayaking', 'safari', 'hiking']",2025-05-06
T1768,1623,Cape Town,4,329000,['hiking'],2022-07-24
T1769,1651,Phuket,8,602000,"['hiking', 'museum tour', 'food tour']",2021-09-01
T1770,1651,Denver,6,175000,"['hiking', 'museum tour']",2024-12-12
T1771,1651,Cancun,9,67000,"['hiking', 'museum tour', 'food tour']",2022-04-29
T1772,1651,Phuket,4,472000,"['hiking', 'museum tour', 'food tour']",2025-01-12
T1773,1651,Banff,3,286000,"['museum tour', 'hiking']",2021-09-09
T1774,1709,Barcelona,6,163000,"['beach', 'snorkeling']",2024-08-07
T1775,1709,Tokyo,4,84000,"['snorkeling', 'spa', 'beach']",2023-01-08
T1776,1709,Barcelona,3,170000,"['snorkeling', 'spa', 'beach']",2024-04-20
T1777,1709,Denver,6,139000,"['spa', 'snorkeling']",2024-02-03
T1778,1106,Cancun,8,90000,['snorkeling'],2022-02-28
T1779,1106,Barcelona,7,154000,['spa'],2023-08-08
T1780,1106,Banff,6,330000,"['snorkeling', 'spa', 'beach']",2021-07-28
T1781,1106,Tokyo,10,104000,"['beach', 'spa', 'snorkeling']",2024-03-16
T1782,1106,Banff,9,269000,"['snorkeling', 'spa']",2024-06-08
T1783,1457,Cancun,10,77000,['hiking'],2025-03-08
T1784,1457,Cancun,10,67000,"['safari', 'kayaking', 'hiking']",2024-06-27
T1785,1023,Cancun,4,76000,['spa'],2025-05-19
T1786,1023,Cape Town,9,266000,"['spa', 'shopping']",2022-04-04
T1787,1836,Denver,3,189000,['food tour'],2022-11-12
T1788,1069,Cancun,3,72000,['shopping'],2023-04-08
T1789,1069,Bali,7,99000,['wine tasting'],2022-12-22
T1790,1426,Bali,4,109000,['museum tour'],2025-04-23
T1791,1426,Tokyo,9,113000,"['cultural show', 'food tour']",2025-06-26
T1792,1426,Bali,10,126000,['food tour'],2025-03-17
T1793,1426,Bali,8,92000,"['cultural show', 'food tour']",2022-08-02
T1794,1493,Cancun,7,85000,['hiking'],2024-07-24
T1795,1493,Tokyo,7,93000,['hiking'],2021-09-15
T1796,1493,Bali,6,122000,['safari'],2025-01-11
T1797,1493,Denver,4,161000,['hiking'],2022-04-16
T1798,1311,Tokyo,9,90000,"['safari', 'hiking', 'kayaking']",2025-05-07
T1799,1311,Banff,9,338000,"['kayaking', 'safari']",2023-09-20
T1800,1311,Banff,4,325000,['kayaking'],2024-04-15
T1801,1815,Rome,6,253000,['museum tour'],2022-03-17
T1802,1815,Cancun,8,88000,"['food tour', 'museum tour']",2021-08-16
T1803,1815,Bali,3,105000,"['cultural show', 'museum tour']",2024-02-27
T1804,1980,Cancun,8,84000,"['hiking', 'safari', 'kayaking']",2022-03-07
T1805,1980,Tokyo,5,100000,"['safari', 'kayaking', 'hiking']",2022-05-21
T1806,1980,Bali,3,114000,['hiking'],2021-06-30
T1807,1980,Tokyo,7,100000,"['hiking', 'safari']",2023-01-08
T1808,1980,Tokyo,3,86000,"['hiking', 'safari']",2022-02-25
T1809,1388,Bali,8,120000,"['hiking', 'kayaking']",2022-09-06
T1810,1388,Barcelona,4,193000,"['safari', 'hiking']",2025-04-19
T1811,1388,Banff,3,343000,['safari'],2023-02-12
T1812,1388,Phuket,9,543000,"['hiking', 'safari', 'kayaking']",2023-07-27
T1813,1368,Cape Town,10,284000,"['snorkeling', 'beach']",2023-10-09
T1814,1368,Denver,10,145000,"['beach', 'spa', 'snorkeling']",2025-03-11
T1815,1368,Cape Town,7,276000,"['spa', 'snorkeling', 'beach']",2023-05-29
T1816,1368,Rome,7,232000,['beach'],2023-12-11
T1817,1878,Banff,8,229000,"['shopping', 'wine tasting']",2025-04-28
T1818,1878,Cape Town,6,225000,"['spa', 'shopping', 'wine tasting']",2025-02-17
T1819,1074,Tokyo,3,103000,"['spa', 'beach']",2023-07-11
T1820,1074,Tokyo,7,104000,['beach'],2024-09-08
T1821,1074,Denver,9,129000,"['snorkeling', 'spa']",2024-10-21
T1822,1074,Cancun,9,67000,"['beach', 'spa']",2023-06-17
T1823,1218,Cape Town,5,316000,['hiking'],2022-09-24
T1824,1218,Cancun,4,71000,"['safari', 'hiking', 'kayaking']",2021-09-05
T1825,1530,Barcelona,3,154000,"['spa', 'beach', 'snorkeling']",2024-02-05
T1826,1530,Cancun,8,75000,['beach'],2023-04-30
T1827,1530,Rome,9,263000,"['spa', 'snorkeling', 'beach']",2021-11-11
T1828,1530,Tokyo,8,83000,"['beach', 'snorkeling', 'spa']",2021-12-11
T1829,1530,Tokyo,10,99000,['snorkeling'],2022-06-27
T1830,1265,Barcelona,3,153000,"['beach', 'spa', 'snorkeling']",2021-07-09
T1831,1622,Phuket,4,437000,"['safari', 'kayaking']",2025-02-07
T1832,1622,Cape Town,10,263000,"['hiking', 'kayaking', 'safari']",2024-08-04
T1833,1622,Barcelona,5,183000,"['kayaking', 'safari']",2022-06-22
T1834,1110,Barcelona,3,198000,"['museum tour', 'hiking']",2025-06-27
T1835,1110,Barcelona,10,198000,['hiking'],2023-07-12
T1836,1110,Cancun,9,88000,"['museum tour', 'food tour']",2021-10-02
T1837,1110,Bali,7,113000,"['food tour', 'hiking', 'museum tour']",2023-03-15
T1838,1110,Bali,3,113000,"['museum tour', 'food tour']",2022-07-30
T1839,1408,Bali,4,121000,"['spa', 'wine tasting', 'shopping']",2022-11-25
T1840,1408,Banff,4,319000,"['shopping', 'spa']",2024-07-20
T1841,1408,Cape Town,4,279000,"['wine tasting', 'spa', 'shopping']",2024-09-16
T1842,1408,Barcelona,6,194000,"['spa', 'shopping']",2022-06-17
T1843,1985,Rome,3,300000,"['snorkeling', 'spa', 'beach']",2022-08-23
T1844,1985,Banff,7,332000,"['snorkeling', 'beach']",2021-07-07
T1845,1985,Denver,8,181000,['snorkeling'],2023-04-01
T1846,1985,Tokyo,6,102000,"['beach', 'snorkeling', 'spa']",2022-03-18
T1847,1688,Rome,4,272000,['hiking'],2023-11-03
T1848,1185,Tokyo,7,120000,['food tour'],2023-10-23
T1849,1185,Tokyo,4,85000,['food tour'],2023-06-27
T1850,1185,Rome,8,223000,"['hiking', 'museum tour', 'food tour']",2023-04-21
T1851,1286,Bali,3,124000,"['safari', 'kayaking', 'hiking']",2021-11-24
T1852,1286,Banff,8,240000,['safari'],2022-04-24
T1853,1286,Paris,3,592000,['safari'],2022-06-23
T1854,1286,Phuket,5,436000,"['hiking', 'safari', 'kayaking']",2021-07-29
T1855,1286,Barcelona,5,204000,"['hiking', 'kayaking']",2023-02-10
T1856,1587,Cancun,5,75000,"['food tour', 'hiking']",2023-06-21
T1857,1587,Cape Town,5,265000,['museum tour'],2024-01-22
T1858,1587,Cape Town,7,310000,"['museum tour', 'hiking']",2024-05-14
T1859,1587,Phuket,3,561000,"['museum tour', 'food tour', 'hiking']",2023-09-03
T1860,1587,Tokyo,4,95000,"['food tour', 'museum tour']",2022-02-20
T1861,1366,Denver,3,185000,"['shopping', 'spa']",2023-02-19
T1862,1366,Cape Town,10,320000,['spa'],2025-06-06
T1863,1366,Tokyo,6,105000,"['spa', 'shopping']",2022-02-20
T1864,1452,Cancun,5,90000,"['food tour', 'museum tour']",2025-02-07
T1865,1452,Cancun,6,89000,"['museum tour', 'food tour']",2024-03-01
T1866,1708,Cancun,3,70000,['safari'],2021-09-20
T1867,1061,Bali,3,88000,"['wine tasting', 'shopping', 'spa']",2023-04-18
T1868,1061,Banff,8,292000,"['spa', 'wine tasting']",2022-05-11
T1869,1061,Denver,3,131000,['spa'],2023-11-23
T1870,1061,Tokyo,6,83000,"['shopping', 'spa', 'wine tasting']",2022-10-16
T1871,1061,Denver,8,186000,"['spa', 'shopping', 'wine tasting']",2024-03-16
T1872,1971,Cancun,4,68000,"['kayaking', 'hiking', 'safari']",2023-03-08
T1873,1664,Rome,3,264000,"['snorkeling', 'spa']",2024-11-23
T1874,1664,Barcelona,10,159000,"['spa', 'snorkeling']",2022-01-10
T1875,1664,Tokyo,3,88000,"['spa', 'beach', 'snorkeling']",2022-06-03
T1876,1664,Tokyo,10,98000,"['snorkeling', 'spa', 'beach']",2022-06-10
T1877,1664,Denver,10,151000,['snorkeling'],2023-04-05
T1878,1439,Cancun,6,91000,"['spa', 'snorkeling', 'beach']",2024-08-24
T1879,1439,Bali,10,108000,"['snorkeling', 'beach', 'spa']",2022-09-09
T1880,1675,Tokyo,3,107000,"['beach', 'spa']",2022-08-12
T1881,1675,Cancun,3,74000,"['beach', 'spa']",2024-12-31
T1882,1675,Banff,3,231000,['beach'],2023-05-17
T1883,1675,Barcelona,4,210000,"['beach', 'snorkeling']",2022-06-08
T1884,1675,Cape Town,9,247000,['snorkeling'],2025-06-28
T1885,1997,Cancun,8,70000,['kayaking'],2025-01-09
T1886,1997,Barcelona,7,160000,"['kayaking', 'safari']",2021-10-20
T1887,1997,Denver,4,153000,"['kayaking', 'hiking', 'safari']",2023-06-02
T1888,1997,Barcelona,8,193000,"['hiking', 'safari']",2022-03-07
T1889,1809,Bali,4,96000,['safari'],2025-05-03
T1890,1809,Tokyo,3,92000,"['safari', 'kayaking']",2024-04-16
T1891,1809,Denver,8,146000,['hiking'],2022-06-27
T1892,1809,Denver,3,171000,['safari'],2024-09-19
T1893,1809,Tokyo,9,108000,['hiking'],2022-08-04
T1894,1742,Cancun,10,69000,"['kayaking', 'safari', 'hiking']",2024-02-04
T1895,1742,Bali,6,105000,"['safari', 'kayaking', 'hiking']",2022-05-22
T1896,1838,Bali,8,111000,"['beach', 'snorkeling', 'spa']",2023-11-08
T1897,1838,Cancun,7,90000,"['beach', 'snorkeling']",2022-01-09
T1898,1838,Bali,9,120000,['spa'],2022-12-21
T1899,1838,Tokyo,6,110000,"['spa', 'beach', 'snorkeling']",2022-11-13
T1900,1307,Denver,3,151000,['spa'],2021-09-25
T1901,1307,Rome,3,297000,['spa'],2023-02-25
T1902,1307,Barcelona,6,152000,['wine tasting'],2025-04-26
T1903,1850,Cancun,5,84000,['food tour'],2022-01-08
T1904,1850,Bali,3,119000,['cultural show'],2021-10-25
T1905,1134,Bali,8,110000,"['hiking', 'kayaking']",2023-03-25
T1906,1592,Denver,7,159000,"['beach', 'snorkeling']",2024-10-21
T1907,1592,Barcelona,9,203000,"['snorkeling', 'beach']",2021-07-28
T1908,1769,Banff,5,308000,"['snorkeling', 'spa', 'beach']",2022-12-10
T1909,1769,Cancun,4,80000,"['snorkeling', 'spa']",2023-10-14
T1910,1769,Cape Town,5,314000,"['spa', 'snorkeling']",2025-02-19
T1911,1769,Cape Town,3,283000,['snorkeling'],2025-05-07
T1912,1718,Banff,9,263000,['kayaking'],2024-05-25
T1913,1718,Rome,9,260000,"['safari', 'hiking', 'kayaking']",2022-09-27
T1914,1057,Tokyo,3,85000,['safari'],2023-11-23
T1915,1674,Barcelona,7,203000,['safari'],2023-04-21
T1916,1672,Cape Town,3,312000,"['shopping', 'wine tasting', 'spa']",2024-02-20
T1917,1757,Cancun,5,64000,"['food tour', 'museum tour', 'cultural show']",2022-04-06
T1918,1757,Bali,7,112000,['cultural show'],2024-07-14
T1919,1757,Bali,4,103000,"['museum tour', 'food tour', 'cultural show']",2023-07-22
T1920,1965,Barcelona,7,196000,"['museum tour', 'hiking', 'food tour']",2022-12-23
T1921,1318,Tokyo,10,111000,"['spa', 'snorkeling']",2023-10-29
T1922,1318,Denver,8,171000,"['spa', 'snorkeling', 'beach']",2024-03-17
T1923,1291,Cancun,5,85000,['safari'],2023-06-05
T1924,1046,Banff,4,262000,"['hiking', 'safari']",2022-04-23
T1925,1046,Tokyo,3,100000,['hiking'],2023-03-13
T1926,1277,Barcelona,9,191000,"['beach', 'snorkeling', 'spa']",2022-08-14
T1927,1277,Banff,4,314000,"['snorkeling', 'beach', 'spa']",2024-09-14
T1928,1277,Cape Town,9,271000,"['spa', 'beach']",2025-04-11
T1929,1277,Cape Town,4,276000,"['beach', 'snorkeling', 'spa']",2024-01-09
T1930,1846,Cancun,7,95000,['cultural show'],2024-10-26
T1931,1931,Rome,9,293000,['cultural show'],2023-06-14
T1932,1931,Cape Town,7,262000,"['museum tour', 'cultural show', 'food tour']",2023-05-13
T1933,1224,Banff,8,330000,"['spa', 'beach']",2022-08-07
T1934,1224,Cape Town,7,298000,"['beach', 'snorkeling']",2022-10-09
T1935,1535,Cancun,7,93000,"['safari', 'hiking', 'kayaking']",2022-08-30
T1936,1280,Cancun,6,86000,['kayaking'],2024-10-04
T1937,1280,Tokyo,7,81000,"['hiking', 'safari']",2024-06-24
T1938,1280,Cancun,9,87000,['hiking'],2023-03-06
T1939,1000,Banff,5,311000,['hiking'],2022-12-10
T1940,1000,Cancun,10,92000,"['hiking', 'kayaking', 'safari']",2023-05-10
T1941,1000,Phuket,5,424000,['safari'],2024-08-06
T1942,1000,Banff,9,276000,['hiking'],2024-07-21
T1943,1000,Cancun,3,90000,"['kayaking', 'safari', 'hiking']",2025-05-30
T1944,1449,Cancun,4,71000,['museum tour'],2025-04-01
T1945,1449,Denver,4,139000,"['food tour', 'cultural show']",2025-01-12
T1946,1761,Rome,6,295000,['hiking'],2025-02-18
T1947,1761,Cape Town,3,251000,"['museum tour', 'hiking']",2023-01-24
T1948,1761,Bali,10,108000,"['hiking', 'food tour']",2022-12-13
T1949,1761,Denver,4,164000,"['food tour', 'hiking', 'museum tour']",2024-02-12
T1950,1839,Phuket,9,604000,"['hiking', 'safari']",2022-12-04
T1951,1066,Paris,10,481000,['safari'],2023-06-20
T1952,1066,Paris,3,596000,['hiking'],2023-08-29
T1953,1066,Paris,8,452000,['hiking'],2024-09-23
T1954,1066,Rome,9,222000,['hiking'],2024-04-27
T1955,1066,Banff,4,292000,"['hiking', 'safari', 'kayaking']",2021-12-27
T1956,1772,Barcelona,7,158000,"['snorkeling', 'beach', 'spa']",2023-07-09
T1957,1435,Bali,10,124000,['spa'],2024-01-09
T1958,1339,Tokyo,6,94000,"['spa', 'shopping']",2023-06-05
T1959,1339,Bali,9,101000,['wine tasting'],2025-04-08
T1960,1339,Tokyo,7,83000,"['wine tasting', 'shopping', 'spa']",2023-09-14
T1961,1339,Cancun,6,96000,['spa'],2023-03-08
T1962,1576,Cape Town,9,260000,['kayaking'],2021-12-09
T1963,1552,Barcelona,10,202000,"['kayaking', 'safari', 'hiking']",2024-09-05
T1964,1294,Tokyo,7,88000,['kayaking'],2025-04-13
T1965,1294,Tokyo,3,81000,['safari'],2024-01-28
T1966,1294,Cancun,3,82000,"['safari', 'hiking', 'kayaking']",2024-07-06
T1967,1538,Barcelona,8,189000,"['beach', 'spa']",2023-05-23
T1968,1538,Barcelona,5,197000,"['snorkeling', 'spa', 'beach']",2024-12-08
T1969,1538,Barcelona,8,151000,['snorkeling'],2025-03-10
T1970,1538,Bali,7,106000,"['beach', 'snorkeling']",2021-11-29
T1971,1748,Rome,9,292000,['safari'],2022-10-03
T1972,1748,Barcelona,6,159000,"['safari', 'hiking', 'kayaking']",2023-10-09
T1973,1748,Cancun,3,71000,['hiking'],2022-03-13
T1974,1748,Cancun,3,94000,"['kayaking', 'hiking', 'safari']",2023-07-22
T1975,1245,Barcelona,9,148000,"['hiking', 'kayaking']",2022-07-15
T1976,1257,Cape Town,7,322000,['hiking'],2022-08-20
T1977,1257,Cancun,7,82000,"['hiking', 'kayaking']",2024-11-12
T1978,1257,Denver,6,137000,"['kayaking', 'safari']",2023-05-14
T1979,1257,Tokyo,5,83000,"['hiking', 'safari', 'kayaking']",2023-07-20
T1980,1257,Barcelona,7,192000,"['safari', 'hiking']",2024-03-11
T1981,1161,Cancun,4,80000,"['beach', 'spa']",2025-01-12
T1982,1161,Cancun,5,92000,"['beach', 'snorkeling', 'spa']",2023-01-08
T1983,1161,Cancun,6,72000,"['spa', 'snorkeling']",2024-09-16
T1984,1161,Cancun,8,92000,"['snorkeling', 'spa']",2022-02-19
T1985,1161,Cancun,7,73000,"['snorkeling', 'beach']",2023-09-24
T1986,1893,Rome,10,321000,['hiking'],2024-06-20
T1987,1893,Banff,7,338000,"['hiking', 'kayaking']",2024-09-02
T1988,1893,Tokyo,10,86000,['hiking'],2025-06-28
T1989,1639,Cape Town,4,333000,"['food tour', 'cultural show', 'museum tour']",2022-09-23
T1990,1639,Cancun,4,72000,"['cultural show', 'food tour']",2022-12-15
T1991,1525,Tokyo,10,97000,"['shopping', 'spa']",2022-07-25
T1992,1525,Barcelona,9,180000,['spa'],2023-05-07
T1993,1525,Banff,9,335000,['wine tasting'],2021-12-18
T1994,1525,Tokyo,4,98000,"['wine tasting', 'spa']",2024-10-20
T1995,1467,Denver,4,184000,"['wine tasting', 'shopping']",2022-05-24
T1996,1467,Banff,3,242000,"['spa', 'shopping', 'wine tasting']",2025-02-07
T1997,1467,Cancun,7,65000,"['shopping', 'wine tasting', 'spa']",2024-03-27
T1998,1467,Tokyo,10,86000,"['spa', 'shopping']",2024-06-06
T1999,1860,Denver,3,186000,"['spa', 'snorkeling']",2023-11-16
T2000,1860,Tokyo,9,111000,"['snorkeling', 'spa', 'beach']",2021-10-13
T2001,1860,Banff,3,263000,['spa'],2022-10-09
T2002,1647,Cancun,5,84000,['beach'],2024-02-02
T2003,1647,Cape Town,9,224000,"['spa', 'snorkeling', 'beach']",2021-07-13
T2004,1247,Cape Town,7,260000,"['shopping', 'wine tasting', 'spa']",2024-08-04
T2005,1247,Tokyo,7,113000,"['spa', 'wine tasting']",2022-01-08
T2006,1247,Cancun,6,78000,['shopping'],2023-05-01
T2007,1247,Denver,5,171000,"['spa', 'wine tasting']",2023-07-29
T2008,1546,Rome,10,220000,"['beach', 'snorkeling', 'spa']",2023-06-27
T2009,1239,Tokyo,4,81000,['hiking'],2023-01-13
T2010,1239,Cape Town,10,248000,"['food tour', 'hiking', 'museum tour']",2024-10-06
T2011,1239,Phuket,3,612000,['hiking'],2025-05-16
T2012,1220,Tokyo,10,100000,"['snorkeling', 'beach', 'spa']",2025-05-01
T2013,1220,Cape Town,4,323000,"['beach', 'snorkeling', 'spa']",2022-06-03
T2014,1220,Phuket,4,418000,"['spa', 'snorkeling', 'beach']",2022-02-27
T2015,1834,Cancun,5,76000,['museum tour'],2025-01-03
T2016,1834,Cancun,6,77000,"['museum tour', 'food tour', 'cultural show']",2023-10-15
T2017,1834,Cancun,8,95000,"['food tour', 'museum tour', 'cultural show']",2023-06-26
T2018,1834,Cancun,6,82000,"['food tour', 'museum tour']",2021-12-07
T2019,1834,Cancun,9,71000,['museum tour'],2022-05-27
T2020,1092,Tokyo,5,119000,"['snorkeling', 'spa', 'beach']",2023-08-02
T2021,1092,Cape Town,8,304000,['beach'],2022-09-02
T2022,1092,Barcelona,5,173000,['snorkeling'],2024-04-23
T2023,1092,Banff,4,299000,"['beach', 'snorkeling', 'spa']",2022-12-18
T2024,1092,Tokyo,3,106000,['beach'],2023-09-25
T2025,1114,Bali,10,107000,['kayaking'],2021-09-29
T2026,1114,Cancun,10,82000,['safari'],2025-01-07
T2027,1114,Banff,10,255000,"['safari', 'kayaking']",2023-06-19
T2028,1114,Barcelona,8,177000,"['hiking', 'kayaking']",2023-09-30
T2029,1541,Denver,10,180000,"['snorkeling', 'beach']",2022-08-07
T2030,1541,Denver,10,193000,"['beach', 'spa', 'snorkeling']",2022-07-17
T2031,1984,Tokyo,7,103000,"['shopping', 'wine tasting', 'spa']",2024-07-19
T2032,1984,Phuket,10,416000,['shopping'],2023-06-29
T2033,1984,Barcelona,4,173000,"['spa', 'wine tasting', 'shopping']",2025-06-03
T2034,1984,Tokyo,6,90000,"['shopping', 'wine tasting']",2023-01-14
T2035,1076,Denver,9,143000,"['safari', 'kayaking', 'hiking']",2022-05-01
T2036,1986,Banff,3,297000,"['shopping', 'wine tasting']",2022-05-19
T2037,1986,Rome,10,293000,"['shopping', 'spa']",2024-01-29
T2038,1986,Banff,5,268000,['shopping'],2021-12-28
T2039,1837,Barcelona,7,154000,"['spa', 'snorkeling']",2022-03-09
T2040,1837,Tokyo,3,112000,"['beach', 'snorkeling', 'spa']",2023-02-21
T2041,1837,Denver,4,150000,['spa'],2025-02-26
T2042,1837,Bali,7,121000,['snorkeling'],2024-10-20
T2043,1837,Denver,9,146000,"['snorkeling', 'beach', 'spa']",2022-04-13
T2044,1913,Paris,5,543000,"['hiking', 'museum tour', 'food tour']",2024-01-01
T2045,1913,Bali,5,93000,"['hiking', 'museum tour']",2022-01-25
T2046,1132,Denver,5,145000,['food tour'],2022-12-01
T2047,1132,Cancun,4,92000,"['cultural show', 'museum tour', 'food tour']",2022-11-04
T2048,1527,Cancun,3,84000,['beach'],2023-11-20
T2049,1791,Banff,7,333000,"['safari', 'hiking', 'kayaking']",2024-05-25
T2050,1791,Cancun,9,81000,"['kayaking', 'safari']",2021-12-11
T2051,1791,Bali,4,110000,"['safari', 'kayaking']",2025-01-10
T2052,1791,Denver,4,155000,['kayaking'],2025-02-20
T2053,1058,Tokyo,9,105000,['hiking'],2022-06-16
T2054,1058,Denver,9,160000,"['kayaking', 'safari', 'hiking']",2023-07-15
T2055,1058,Cancun,3,95000,['safari'],2024-11-15
T2056,1289,Banff,5,296000,"['hiking', 'museum tour', 'food tour']",2023-10-15
T2057,1289,Denver,8,167000,"['food tour', 'hiking', 'museum tour']",2023-02-06
T2058,1289,Cancun,10,69000,['museum tour'],2021-09-07
T2059,1246,Barcelona,6,151000,"['safari', 'kayaking']",2025-06-09
T2060,1246,Paris,9,423000,"['safari', 'kayaking']",2022-06-09
T2061,1370,Cape Town,4,276000,"['shopping', 'wine tasting', 'spa']",2022-09-03
T2062,1370,Banff,10,318000,['spa'],2023-10-16
T2063,1876,Bali,9,115000,"['food tour', 'museum tour']",2023-12-31
T2064,1876,Cancun,9,81000,['cultural show'],2022-04-16
T2065,1040,Bali,5,90000,['beach'],2023-11-09
T2066,1040,Rome,4,281000,"['beach', 'snorkeling']",2023-10-04
T2067,1040,Rome,4,300000,['beach'],2024-04-14
T2068,1040,Cape Town,4,308000,"['spa', 'snorkeling']",2022-03-27
T2069,1089,Cancun,5,67000,"['food tour', 'museum tour', 'cultural show']",2023-12-07
T2070,1089,Rome,10,298000,"['food tour', 'museum tour', 'cultural show']",2025-06-19
T2071,1089,Bali,6,88000,"['museum tour', 'food tour']",2021-08-01
T2072,1089,Tokyo,5,86000,['food tour'],2023-06-05
T2073,1192,Banff,5,272000,['spa'],2022-06-18
T2074,1192,Cancun,8,69000,['spa'],2022-10-13
T2075,1430,Cancun,3,84000,['hiking'],2023-12-11
T2076,1430,Denver,6,156000,"['kayaking', 'safari', 'hiking']",2021-11-17
T2077,1430,Denver,4,177000,"['kayaking', 'safari', 'hiking']",2025-02-14
T2078,1430,Cancun,9,73000,"['kayaking', 'safari']",2024-02-08
T2079,1068,Cancun,6,88000,['spa'],2023-01-02
T2080,1068,Bali,4,117000,['snorkeling'],2025-05-21
T2081,1068,Bali,3,107000,['snorkeling'],2022-10-23
T2082,1741,Rome,4,228000,['food tour'],2023-04-06
T2083,1741,Paris,10,481000,"['museum tour', 'hiking', 'food tour']",2022-04-02
T2084,1543,Phuket,5,438000,"['safari', 'hiking']",2022-10-22
T2085,1139,Tokyo,6,98000,['wine tasting'],2024-11-20
T2086,1139,Cancun,7,87000,"['shopping', 'wine tasting', 'spa']",2023-10-31
T2087,1139,Cape Town,9,302000,['shopping'],2024-11-26
T2088,1139,Denver,8,153000,"['wine tasting', 'spa', 'shopping']",2023-03-07
T2089,1395,Banff,9,281000,"['kayaking', 'safari']",2021-08-01
T2090,1969,Barcelona,10,178000,"['snorkeling', 'beach', 'spa']",2025-02-26
T2091,1969,Barcelona,5,212000,"['spa', 'snorkeling']",2024-12-09
T2092,1969,Rome,9,282000,['beach'],2022-07-31
T2093,1969,Bali,9,98000,"['beach', 'spa', 'snorkeling']",2021-11-02
T2094,1118,Cape Town,7,299000,"['spa', 'snorkeling']",2024-10-02
T2095,1118,Denver,5,145000,"['beach', 'spa', 'snorkeling']",2021-10-29
T2096,1118,Tokyo,4,83000,"['spa', 'snorkeling']",2023-03-11
T2097,1118,Barcelona,9,156000,"['beach', 'spa', 'snorkeling']",2024-06-13
T2098,1658,Denver,10,161000,['beach'],2024-03-25
T2099,1658,Bali,4,103000,['spa'],2024-04-23
T2100,1658,Barcelona,6,213000,"['spa', 'beach']",2022-09-04
T2101,1927,Tokyo,4,106000,['shopping'],2025-04-10
