trip_id,member_id,destination,start_date,duration_days,cost_usd,activities
T1406,1999,Cape Town,2021-11-19,8,312000,"wine tasting, shopping"
T1407,1956,Cancun,2022-11-09,8,65000,"safari, kayaking, hiking"
T1408,1711,Tokyo,06/04/2025,7,120000,hiking
T1409,1711,Tokyo,01/19/2023,3,83000,"kayaking, safari, hiking"
T1410,1711,Cancun,"February 02, 2022",10,86000,"kayaking, hiking"
T1411,1711,Cancun,2023-07-02,7,70000,"safari, hiking"
T1412,1663,Barcelona,2023-07-03,10,211000,"spa, beach"
T1413,1663,Denver,05/01/2024,8,180000,spa
T1414,1663,Tokyo,"December 12, 2023",10,86000,"beach, spa, snorkeling"
T1415,1663,Denver,2022-01-11,3,174000,"snorkeling, beach"
T1416,1073,Tokyo,2025-03-17,8,120000,spa
T1417,1117,Denver,"July 22, 2024",7,163000,spa
T1418,1117,Bali,11/02/2021,8,104000,"snorkeling, beach"
T1419,1117,Denver,"December 25, 2023",9,140000,"beach, snorkeling"
T1420,1604,Tokyo,2023-03-23,3,91000,"food tour, hiking, museum tour"
T1421,1604,Bali,2023-05-05,6,109000,"museum tour, food tour"
T1422,1604,Tokyo,"April 26, 2024",9,118000,hiking
T1423,1604,Barcelona,"May 01, 2025",8,153000,"hiking, food tour, museum tour"
T1424,1604,Barcelona,2022-10-26,5,145000,"food tour, hiking"
T1425,1890,Bali,02/18/2024,10,88000,"wine tasting, shopping, spa"
T1426,1890,Tokyo,"November 14, 2021",3,102000,spa
T1427,1890,Tokyo,"June 21, 2024",4,95000,"shopping, spa"
T1428,1111,Barcelona,07/20/2022,5,186000,"safari, hiking"
T1429,1111,Banff,2025-06-26,3,319000,"hiking, safari"
T1430,1005,Denver,09/20/2024,4,167000,kayaking
T1431,1649,Banff,04/01/2022,8,282000,"food tour, cultural show, museum tour"
T1432,1649,Paris,"April 08, 2023",3,429000,"cultural show, museum tour, food tour"
T1433,1649,Paris,11/02/2024,4,471000,"museum tour, food tour, cultural show"
T1434,1649,Denver,"December 30, 2024",5,138000,"food tour, museum tour, cultural show"
T1435,1649,Paris,"March 28, 2024",7,504000,"museum tour, cultural show"
T1436,1474,Phuket,02/08/2024,6,478000,safari
T1437,1474,Phuket,12/12/2023,6,475000,hiking
T1438,1474,Tokyo,"November 05, 2021",6,111000,"hiking, kayaking, safari"
T1439,1560,Cancun,"October 21, 2022",3,78000,safari
T1440,1560,Cancun,04/24/2022,3,77000,kayaking
T1441,1560,Denver,12/20/2022,5,172000,"hiking, safari"
T1442,1415,Banff,2024-10-23,5,256000,"shopping, wine tasting"
T1443,1415,Cape Town,2023-12-28,8,300000,"shopping, wine tasting, spa"
T1444,1415,Banff,"September 29, 2022",7,315000,shopping
T1445,1415,Cape Town,"August 14, 2024",9,225000,"shopping, spa, wine tasting"
T1446,1415,Cape Town,09/11/2024,4,326000,"shopping, spa, wine tasting"
T1447,1817,Bali,2024-01-22,5,92000,hiking
T1448,1817,Tokyo,01/03/2024,5,92000,hiking
T1449,1817,Rome,2023-12-30,7,245000,"hiking, kayaking"
T1450,1446,Denver,"September 23, 2021",6,141000,"beach, spa"
T1451,1446,Cancun,"November 25, 2024",8,68000,"beach, snorkeling"
T1452,1446,Bali,"January 21, 2022",3,98000,"spa, beach"
T1453,1446,Rome,"October 23, 2023",4,227000,beach
T1454,1446,Cancun,"November 16, 2023",3,68000,"beach, spa, snorkeling"
T1455,1008,Cancun,"January 08, 2024",9,66000,"snorkeling, beach"
T1456,1008,Bali,2025-03-19,8,129000,beach
T1457,1355,Tokyo,03/19/2023,7,99000,"kayaking, safari"
T1458,1056,Tokyo,"January 14, 2023",3,105000,"safari, kayaking, hiking"
T1459,1056,Bali,12/27/2023,6,97000,"hiking, safari, kayaking"
T1460,1056,Denver,2022-02-05,4,172000,"kayaking, hiking"
T1461,1056,Rome,12/10/2021,9,303000,"kayaking, hiking"
T1462,1258,Phuket,"March 24, 2024",9,539000,"snorkeling, beach, spa"
T1463,1258,Cape Town,09/05/2024,5,334000,spa
T1464,1258,Cancun,06/24/2023,6,75000,"beach, spa, snorkeling"
T1465,1258,Rome,10/03/2024,6,260000,snorkeling
T1466,1258,Barcelona,10/19/2023,5,163000,"beach, spa, snorkeling"
T1467,1726,Cancun,"May 16, 2022",8,86000,"cultural show, museum tour, food tour"
T1468,1726,Barcelona,"February 17, 2022",6,164000,"food tour, cultural show, museum tour"
T1469,1473,Rome,"March 19, 2025",4,238000,"safari, hiking"
T1470,1473,Banff,03/04/2022,3,271000,kayaking
T1471,1804,Denver,08/17/2023,4,135000,"hiking, kayaking, safari"
T1472,1804,Bali,2022-07-17,5,119000,"safari, hiking"
T1473,1804,Cancun,08/11/2023,4,73000,"hiking, kayaking, safari"
T1474,1084,Bali,07/08/2024,7,121000,"kayaking, safari"
T1475,1084,Cancun,01/08/2022,6,85000,"hiking, kayaking, safari"
T1476,1975,Cape Town,2024-04-04,6,305000,wine tasting
T1477,1975,Barcelona,2025-01-05,6,214000,"spa, wine tasting, shopping"
T1478,1159,Cancun,04/21/2025,4,65000,"food tour, museum tour"
T1479,1159,Tokyo,08/07/2024,6,101000,"food tour, museum tour"
T1480,1721,Banff,08/15/2021,5,271000,"safari, kayaking, hiking"
T1481,1721,Rome,2022-09-03,9,219000,"hiking, kayaking"
T1482,1721,Cancun,05/27/2025,4,77000,"hiking, kayaking"
T1483,1721,Tokyo,2021-12-31,5,93000,"kayaking, hiking, safari"
T1484,1721,Tokyo,2024-04-15,8,111000,"kayaking, safari, hiking"
T1485,1125,Bali,"November 21, 2023",5,96000,"shopping, spa"
T1486,1781,Cancun,03/29/2025,9,81000,"kayaking, safari"
T1487,1781,Cancun,12/30/2024,10,87000,kayaking
T1488,1892,Rome,2024-11-16,10,265000,"spa, shopping, wine tasting"
T1489,1892,Rome,2024-08-15,5,267000,wine tasting
T1490,1892,Banff,01/05/2025,3,280000,"wine tasting, spa, shopping"
T1491,1892,Denver,"January 17, 2023",7,129000,"spa, wine tasting, shopping"
T1492,1892,Cancun,09/26/2022,3,68000,"spa, wine tasting"
T1493,1481,Cancun,03/28/2023,10,86000,kayaking
T1494,1389,Paris,07/03/2024,7,544000,food tour
T1495,1550,Cancun,"November 30, 2022",7,82000,museum tour
T1496,1550,Tokyo,2024-03-14,3,86000,museum tour
T1497,1802,Tokyo,07/12/2023,5,90000,snorkeling
T1498,1383,Cape Town,2025-05-12,5,302000,"cultural show, museum tour, food tour"
T1499,1383,Rome,"January 10, 2024",6,218000,"museum tour, cultural show"
T1500,1383,Cape Town,08/26/2022,10,252000,museum tour
T1501,1383,Bali,06/12/2024,9,115000,"food tour, cultural show, museum tour"
T1502,1383,Tokyo,2022-07-15,8,119000,"museum tour, food tour"
T1503,1934,Banff,2023-04-07,5,273000,"snorkeling, spa, beach"
T1504,1934,Barcelona,06/11/2024,5,186000,"spa, snorkeling, beach"
T1505,1081,Cancun,"September 25, 2024",4,71000,"shopping, spa"
T1506,1238,Tokyo,"December 13, 2024",9,107000,"wine tasting, spa"
T1507,1238,Banff,2022-09-16,8,276000,shopping
T1508,1238,Tokyo,01/01/2024,8,86000,"shopping, spa, wine tasting"
T1509,1973,Bali,2024-03-17,7,93000,"hiking, safari"
T1510,1329,Tokyo,10/09/2021,3,89000,museum tour
T1511,1329,Bali,2023-03-23,8,114000,museum tour
T1512,1329,Rome,09/07/2023,5,267000,"cultural show, museum tour"
T1513,1329,Bali,04/16/2025,8,105000,"museum tour, food tour"
T1514,1329,Barcelona,11/09/2022,3,160000,"museum tour, food tour, cultural show"
T1515,1202,Denver,"March 10, 2025",10,188000,safari
T1516,1202,Denver,09/30/2023,9,158000,"safari, hiking"
T1517,1955,Banff,"June 22, 2024",4,248000,kayaking
T1518,1955,Banff,03/09/2025,7,247000,"kayaking, hiking"
T1519,1228,Denver,12/25/2023,7,189000,beach
T1520,1354,Cancun,2022-09-11,10,70000,"spa, shopping, wine tasting"
T1521,1354,Cancun,2021-09-03,5,77000,spa
T1522,1354,Cancun,2023-12-17,8,64000,"spa, shopping"
T1523,1354,Cancun,2023-01-21,8,89000,"wine tasting, shopping, spa"
T1524,1354,Cancun,2023-09-06,6,93000,"wine tasting, shopping"
T1525,1216,Barcelona,2023-05-27,9,205000,safari
T1526,1216,Cancun,11/22/2022,9,71000,hiking
T1527,1216,Tokyo,12/23/2021,5,106000,"kayaking, safari, hiking"
T1528,1216,Rome,"May 04, 2024",10,302000,"safari, hiking, kayaking"
T1529,1594,Banff,04/02/2023,9,287000,"museum tour, food tour, hiking"
T1530,1594,Tokyo,2021-11-26,10,111000,museum tour
T1531,1594,Cape Town,03/15/2022,6,262000,museum tour
T1532,1594,Denver,09/19/2023,9,186000,food tour
T1533,1050,Cancun,09/16/2024,8,82000,"hiking, kayaking"
T1534,1050,Cape Town,05/01/2024,9,296000,kayaking
T1535,1050,Banff,08/08/2022,8,325000,kayaking
T1536,1050,Bali,2021-09-25,3,121000,"hiking, safari, kayaking"
T1537,1941,Barcelona,04/18/2025,4,181000,snorkeling
T1538,1941,Barcelona,08/25/2023,5,210000,"snorkeling, beach"
T1539,1941,Barcelona,02/24/2023,3,190000,spa
T1540,1590,Phuket,09/22/2024,6,424000,"wine tasting, spa"
T1541,1590,Phuket,10/28/2023,6,460000,"spa, wine tasting"
T1542,1803,Cape Town,2023-01-15,7,277000,kayaking
T1543,1605,Cape Town,2024-10-24,9,287000,beach
T1544,1605,Denver,09/17/2021,9,193000,spa
T1545,1605,Paris,"December 03, 2021",7,438000,"beach, spa, snorkeling"
T1546,1605,Barcelona,02/10/2024,9,175000,"snorkeling, beach, spa"
T1547,1201,Cancun,2024-11-10,3,75000,shopping
T1548,1201,Cancun,02/24/2025,3,95000,"spa, shopping, wine tasting"
T1549,1201,Cancun,05/15/2023,4,72000,wine tasting
T1550,1613,Denver,2023-09-10,7,165000,beach
T1551,1194,Tokyo,2024-06-21,7,94000,"spa, beach, snorkeling"
T1552,1194,Cancun,"July 14, 2024",7,74000,"beach, snorkeling"
T1553,1789,Barcelona,10/08/2022,5,178000,"spa, beach"
T1554,1789,Bali,2021-11-07,4,122000,"snorkeling, beach, spa"
T1555,1719,Barcelona,"October 14, 2023",6,149000,"hiking, kayaking"
T1556,1719,Paris,"November 29, 2022",8,472000,safari
T1557,1719,Cape Town,"February 25, 2024",4,250000,"safari, kayaking"
T1558,1719,Barcelona,2024-04-21,4,194000,"safari, kayaking"
T1559,1831,Barcelona,06/23/2025,5,197000,"hiking, kayaking"
T1560,1831,Rome,2022-03-14,8,263000,hiking
T1561,1236,Cancun,2023-04-16,5,88000,"safari, hiking, kayaking"
T1562,1236,Barcelona,"November 27, 2023",10,155000,"hiking, safari"
T1563,1236,Tokyo,2023-09-10,7,82000,"kayaking, safari, hiking"
T1564,1589,Banff,"September 01, 2024",10,327000,"safari, kayaking"
T1565,1589,Cancun,2024-10-28,6,95000,safari
T1566,1589,Barcelona,"January 18, 2022",7,181000,kayaking
T1567,1589,Paris,09/10/2023,6,514000,safari
T1568,1255,Banff,04/07/2024,9,241000,"safari, hiking"
T1569,1255,Rome,07/20/2022,4,226000,safari
T1570,1667,Banff,2022-04-25,8,302000,"kayaking, safari, hiking"
T1571,1593,Banff,04/02/2023,8,273000,"kayaking, safari"
T1572,1593,Tokyo,"April 05, 2022",10,112000,"hiking, safari, kayaking"
T1573,1555,Bali,05/13/2023,8,104000,beach
T1574,1345,Cancun,"April 03, 2024",5,68000,"kayaking, safari, hiking"
T1575,1345,Tokyo,02/20/2023,6,85000,"kayaking, safari"
T1576,1345,Rome,08/04/2021,5,291000,"safari, kayaking"
T1577,1298,Bali,"February 20, 2022",7,119000,museum tour
T1578,1298,Tokyo,2025-05-21,9,111000,"food tour, hiking, museum tour"
T1579,1298,Cancun,"February 17, 2022",8,76000,"hiking, museum tour, food tour"
T1580,1298,Cancun,2022-01-04,9,94000,"hiking, museum tour"
T1581,1349,Rome,08/06/2022,10,269000,"food tour, museum tour"
T1582,1349,Bali,2022-01-02,6,102000,hiking
T1583,1979,Tokyo,12/02/2022,9,100000,"safari, kayaking"
T1584,1979,Paris,07/24/2024,4,469000,"kayaking, hiking"
T1585,1979,Denver,2023-12-19,10,188000,"kayaking, hiking"
T1586,1422,Rome,2025-02-10,4,274000,"beach, snorkeling, spa"
T1587,1422,Cape Town,2024-10-15,3,304000,"snorkeling, beach, spa"
T1588,1047,Paris,2023-07-20,8,597000,"kayaking, hiking, safari"
T1589,1047,Paris,"May 29, 2025",6,429000,"safari, hiking, kayaking"
T1590,1676,Tokyo,2025-02-12,3,91000,"wine tasting, shopping"
T1591,1641,Cancun,06/01/2023,5,85000,"hiking, kayaking"
T1592,1641,Barcelona,"August 31, 2023",6,193000,"safari, hiking, kayaking"
T1593,1641,Cancun,"August 23, 2022",9,65000,safari
T1594,1019,Rome,"July 09, 2021",10,299000,"spa, beach"
T1595,1372,Denver,09/01/2021,5,177000,"snorkeling, beach"
T1596,1865,Denver,"October 09, 2023",8,138000,kayaking
T1597,1865,Denver,03/13/2022,9,161000,hiking
T1598,1293,Paris,05/27/2024,9,512000,wine tasting
T1599,1293,Banff,"October 11, 2021",9,240000,"spa, shopping"
T1600,1293,Barcelona,"December 14, 2021",3,158000,"wine tasting, shopping"
T1601,1293,Banff,"July 17, 2022",5,326000,shopping
T1602,1680,Paris,2022-10-06,9,453000,museum tour
T1603,1309,Barcelona,2024-08-24,10,176000,"safari, kayaking, hiking"
T1604,1309,Bali,2025-05-29,10,129000,"safari, hiking"
T1605,1309,Barcelona,01/27/2022,5,150000,"safari, hiking"
T1606,1309,Bali,01/25/2023,7,91000,hiking
T1607,1309,Cape Town,"September 23, 2022",5,249000,"safari, hiking"
T1608,1268,Phuket,"April 29, 2025",6,582000,"food tour, cultural show"
T1609,1268,Cape Town,"May 12, 2025",8,323000,"cultural show, museum tour, food tour"
T1610,1437,Bali,2024-10-06,7,112000,safari
T1611,1828,Tokyo,09/20/2021,8,96000,"hiking, kayaking, safari"
T1612,1828,Tokyo,"April 15, 2024",5,115000,"kayaking, hiking"
T1613,1828,Tokyo,03/02/2023,9,103000,safari
T1614,1828,Cancun,03/15/2025,6,70000,"hiking, safari"
T1615,1358,Phuket,2023-05-13,8,484000,"cultural show, food tour"
T1616,1358,Rome,2021-10-14,7,298000,"food tour, museum tour"
T1617,1358,Cape Town,"September 21, 2023",10,290000,"food tour, cultural show, museum tour"
T1618,1754,Cancun,05/31/2025,10,86000,"spa, snorkeling, beach"
T1619,1754,Denver,2021-10-20,5,191000,"snorkeling, beach"
T1620,1754,Tokyo,"January 10, 2023",7,86000,spa
T1621,1754,Barcelona,2023-02-09,6,174000,"beach, spa, snorkeling"
T1622,1754,Bali,"March 15, 2022",5,129000,"beach, spa, snorkeling"
T1623,1177,Denver,10/07/2023,8,167000,"hiking, safari"
T1624,1638,Rome,"March 01, 2022",9,269000,safari
T1625,1638,Bali,09/13/2022,3,92000,kayaking
T1626,1638,Denver,2025-04-01,4,143000,"safari, hiking, kayaking"
T1627,1638,Phuket,"March 26, 2023",7,481000,"kayaking, hiking"
T1628,1638,Paris,2021-10-20,5,430000,"kayaking, hiking, safari"
T1629,1060,Cape Town,01/11/2023,4,269000,"kayaking, safari"
T1630,1386,Bali,01/11/2025,5,118000,"kayaking, hiking"
T1631,1386,Paris,08/10/2022,5,443000,"hiking, kayaking, safari"
T1632,1724,Phuket,05/13/2024,10,490000,"cultural show, food tour"
T1633,1724,Cape Town,"July 29, 2021",3,303000,"museum tour, food tour"
T1634,1790,Barcelona,06/20/2022,3,163000,"food tour, museum tour"
T1635,1584,Denver,2024-07-22,7,190000,"hiking, safari"
T1636,1584,Barcelona,2025-03-24,3,163000,"hiking, safari, kayaking"
T1637,1584,Tokyo,"November 25, 2023",9,95000,hiking
T1638,1584,Rome,"January 01, 2024",9,279000,"hiking, safari, kayaking"
T1639,1433,Cancun,01/16/2025,3,72000,safari
T1640,1433,Tokyo,2024-05-12,6,104000,safari
T1641,1433,Tokyo,2022-12-18,9,91000,"hiking, kayaking"
T1642,1433,Cancun,"August 25, 2022",5,72000,"kayaking, hiking"
T1643,1433,Barcelona,"May 16, 2025",6,200000,"safari, hiking, kayaking"
T1644,1766,Rome,2024-06-15,4,231000,safari
T1645,1107,Cancun,09/11/2024,8,94000,kayaking
T1646,1107,Cancun,2023-08-02,10,86000,"kayaking, safari"
T1647,1107,Cancun,"June 21, 2023",10,86000,"kayaking, safari"
T1648,1107,Barcelona,"June 09, 2022",8,180000,safari
T1649,1968,Cancun,"October 12, 2022",10,69000,"kayaking, hiking, safari"
T1650,1993,Paris,"October 09, 2021",7,518000,"beach, snorkeling, spa"
T1651,1678,Tokyo,2023-02-10,10,115000,"beach, snorkeling, spa"
T1652,1811,Denver,03/09/2023,5,186000,"hiking, safari"
T1653,1811,Bali,"February 02, 2022",10,101000,"hiking, kayaking"
T1654,1811,Cancun,11/05/2023,10,66000,"safari, kayaking"
T1655,1811,Rome,2023-10-08,7,314000,"kayaking, hiking, safari"
T1656,1811,Barcelona,"April 21, 2022",6,156000,"safari, kayaking, hiking"
T1657,1099,Denver,"July 22, 2021",6,178000,"hiking, kayaking, safari"
T1658,1099,Cancun,2022-02-27,4,78000,safari
T1659,1099,Cancun,2023-03-19,9,92000,kayaking
T1660,1099,Tokyo,2022-08-07,8,96000,hiking
T1661,1233,Cancun,07/17/2021,3,93000,spa
T1662,1233,Bali,08/19/2021,10,93000,shopping
T1663,1233,Cape Town,2022-09-29,5,299000,"wine tasting, spa, shopping"
T1664,1233,Barcelona,09/24/2022,8,176000,wine tasting
T1665,1242,Cape Town,"March 05, 2023",3,239000,"spa, beach"
T1666,1810,Cancun,12/13/2024,8,69000,"spa, wine tasting"
T1667,1810,Cancun,02/16/2024,10,69000,spa
T1668,1304,Bali,2025-03-07,6,114000,"spa, shopping"
T1669,1304,Rome,08/18/2022,7,272000,"shopping, wine tasting"
T1670,1304,Rome,05/03/2025,5,224000,"wine tasting, spa, shopping"
T1671,1304,Cape Town,"April 29, 2022",4,237000,"shopping, spa, wine tasting"
T1672,1414,Tokyo,2023-11-25,9,98000,"snorkeling, spa, beach"
T1673,1484,Cancun,"October 23, 2022",6,70000,"spa, snorkeling"
T1674,1484,Banff,2025-06-19,6,317000,"beach, spa, snorkeling"
T1675,1484,Cape Town,2023-08-01,6,254000,"snorkeling, beach"
T1676,1988,Bali,2024-05-12,9,108000,"safari, kayaking, hiking"
T1677,1988,Tokyo,2022-04-22,4,117000,"safari, hiking, kayaking"
T1678,1988,Tokyo,04/17/2023,10,104000,"safari, kayaking"
T1679,1988,Cancun,11/11/2022,3,93000,"hiking, safari, kayaking"
T1680,1930,Banff,2022-04-28,10,340000,safari
T1681,1930,Rome,04/09/2023,8,306000,"kayaking, hiking, safari"
T1682,1930,Banff,03/08/2024,3,266000,hiking
T1683,1930,Paris,2022-02-25,7,445000,kayaking
T1684,1930,Barcelona,2025-03-02,5,157000,safari
T1685,1181,Denver,2025-03-11,4,160000,"wine tasting, spa, shopping"
T1686,1181,Rome,2021-10-28,3,278000,shopping
T1687,1012,Rome,2025-01-26,10,264000,"kayaking, hiking"
T1688,1012,Cancun,08/24/2022,7,66000,"kayaking, hiking, safari"
T1689,1012,Denver,2023-05-22,9,168000,"hiking, kayaking, safari"
T1690,1618,Barcelona,09/30/2021,4,213000,"cultural show, food tour"
T1691,1085,Cape Town,"February 03, 2023",9,276000,"food tour, museum tour"
T1692,1085,Tokyo,2024-01-22,7,112000,food tour
T1693,1085,Denver,2022-12-12,8,183000,"cultural show, museum tour, food tour"
T1694,1085,Cape Town,"June 01, 2023",4,253000,"museum tour, food tour, cultural show"
T1695,1843,Barcelona,"June 01, 2022",6,171000,"snorkeling, spa"
T1696,1654,Rome,04/24/2022,7,218000,"kayaking, hiking, safari"
T1697,1654,Bali,01/23/2024,3,119000,"safari, kayaking"
T1698,1654,Cape Town,2021-11-18,5,334000,hiking
T1699,1677,Rome,07/04/2022,9,223000,"beach, spa, snorkeling"
T1700,1677,Banff,06/23/2023,5,323000,"spa, beach"
T1701,1677,Rome,2021-09-27,5,215000,"snorkeling, spa, beach"
T1702,1517,Rome,"July 14, 2023",7,301000,"hiking, kayaking, safari"
T1703,1517,Rome,"November 06, 2024",5,314000,"safari, kayaking"
T1704,1517,Bali,"March 30, 2022",10,128000,hiking
T1705,1517,Rome,12/07/2021,10,215000,"kayaking, safari"
T1706,1517,Banff,"January 03, 2022",8,252000,"hiking, safari, kayaking"
T1707,1895,Denver,05/16/2023,9,180000,"kayaking, hiking, safari"
T1708,1895,Tokyo,"February 04, 2025",9,110000,"kayaking, safari"
T1709,1826,Tokyo,2023-02-25,6,92000,"beach, snorkeling, spa"
T1710,1135,Bali,05/20/2024,6,108000,safari
T1711,1848,Cancun,05/04/2022,4,75000,hiking
T1712,1848,Barcelona,"February 20, 2023",4,182000,"kayaking, safari, hiking"
T1713,1848,Denver,2023-01-16,8,166000,"hiking, kayaking, safari"
T1714,1848,Barcelona,2025-03-13,9,170000,"hiking, kayaking"
T1715,1848,Barcelona,07/05/2023,9,147000,kayaking
T1716,1870,Barcelona,11/29/2023,7,163000,spa
T1717,1870,Barcelona,2021-12-01,7,160000,"spa, snorkeling"
T1718,1870,Rome,2024-06-06,4,280000,snorkeling
T1719,1870,Banff,04/20/2025,6,284000,"beach, spa, snorkeling"
T1720,1870,Bali,10/19/2022,6,110000,"beach, spa"
T1721,1160,Cancun,10/10/2024,5,73000,spa
T1722,1160,Tokyo,"November 27, 2023",3,93000,"shopping, spa"
T1723,1160,Bali,2022-12-14,7,109000,"shopping, spa, wine tasting"
T1724,1686,Rome,2021-09-16,9,221000,spa
T1725,1686,Paris,2025-01-14,8,435000,spa
T1726,1598,Cancun,"July 07, 2024",8,81000,"hiking, safari, kayaking"
T1727,1598,Barcelona,11/16/2021,10,148000,"hiking, safari"
T1728,1598,Paris,08/25/2023,8,497000,kayaking
T1729,1577,Cape Town,08/10/2021,3,276000,safari
T1730,1577,Bali,12/08/2021,5,119000,"kayaking, safari, hiking"
T1731,1911,Barcelona,2024-12-28,4,147000,"snorkeling, spa, beach"
T1732,1911,Rome,08/04/2024,6,270000,"beach, snorkeling, spa"
T1733,1911,Bali,2021-11-24,10,125000,snorkeling
T1734,1911,Tokyo,05/22/2022,3,92000,"snorkeling, beach"
T1735,1673,Tokyo,01/24/2022,8,84000,beach
T1736,1898,Rome,2023-08-02,9,232000,"beach, snorkeling"
T1737,1898,Paris,2022-01-02,9,427000,beach
T1738,1898,Banff,11/02/2021,10,300000,beach
T1739,1898,Barcelona,2023-07-09,4,151000,spa
T1740,1710,Bali,2024-07-02,7,116000,"wine tasting, shopping, spa"
T1741,1710,Bali,"December 13, 2023",5,123000,spa
T1742,1710,Tokyo,08/18/2024,10,91000,"wine tasting, spa, shopping"
T1743,1710,Bali,05/14/2023,3,120000,"shopping, spa, wine tasting"
T1744,1710,Bali,03/11/2022,6,107000,spa
T1745,1121,Cape Town,2022-09-21,3,324000,"hiking, safari, kayaking"
T1746,1121,Banff,01/08/2023,7,245000,"kayaking, safari"
T1747,1121,Barcelona,"March 11, 2023",9,199000,hiking
T1748,1737,Tokyo,2023-04-29,8,88000,"food tour, hiking, museum tour"
T1749,1737,Barcelona,05/29/2024,9,195000,museum tour
T1750,1737,Tokyo,12/11/2024,7,110000,"museum tour, hiking, food tour"
T1751,1737,Barcelona,"June 28, 2024",5,205000,"museum tour, hiking, food tour"
T1752,1737,Tokyo,"November 29, 2022",5,107000,hiking
T1753,1187,Bali,09/23/2022,5,106000,"spa, wine tasting, shopping"
T1754,1187,Tokyo,02/07/2025,10,100000,"wine tasting, shopping, spa"
T1755,1187,Cancun,"March 17, 2022",9,72000,"wine tasting, spa, shopping"
T1756,1187,Cancun,"January 28, 2023",9,91000,"spa, wine tasting, shopping"
T1757,1187,Bali,06/07/2023,8,128000,spa
T1758,1016,Tokyo,"March 30, 2025",6,121000,"snorkeling, beach, spa"
T1759,1301,Barcelona,05/13/2023,10,205000,beach
T1760,1301,Cancun,"September 23, 2022",4,88000,"snorkeling, spa, beach"
T1761,1301,Barcelona,2023-06-06,9,212000,beach
T1762,1301,Barcelona,"November 14, 2023",4,144000,"beach, spa"
T1763,1459,Cancun,03/31/2024,9,74000,"hiking, safari"
T1764,1459,Banff,2024-09-23,8,250000,hiking
T1765,1459,Cancun,"December 25, 2023",4,75000,"hiking, safari"
T1766,1623,Cape Town,2024-07-22,3,245000,kayaking
T1767,1623,Cancun,05/06/2025,7,69000,"kayaking, safari, hiking"
T1768,1623,Cape Town,2022-07-24,4,329000,hiking
T1769,1651,Phuket,"September 01, 2021",8,602000,"hiking, museum tour, food tour"
T1770,1651,Denver,"December 12, 2024",6,175000,"hiking, museum tour"
T1771,1651,Cancun,04/29/2022,9,67000,"hiking, museum tour, food tour"
T1772,1651,Phuket,"January 12, 2025",4,472000,"hiking, museum tour, food tour"
T1773,1651,Banff,09/09/2021,3,286000,"museum tour, hiking"
T1774,1709,Barcelona,08/07/2024,6,163000,"beach, snorkeling"
T1775,1709,Tokyo,2023-01-08,4,84000,"snorkeling, spa, beach"
T1776,1709,Barcelona,2024-04-20,3,170000,"snorkeling, spa, beach"
T1777,1709,Denver,"February 03, 2024",6,139000,"spa, snorkeling"
T1778,1106,Cancun,2022-02-28,8,90000,snorkeling
T1779,1106,Barcelona,08/08/2023,7,154000,spa
T1780,1106,Banff,07/28/2021,6,330000,"snorkeling, spa, beach"
T1781,1106,Tokyo,03/16/2024,10,104000,"beach, spa, snorkeling"
T1782,1106,Banff,2024-06-08,9,269000,"snorkeling, spa"
T1783,1457,Cancun,2025-03-08,10,77000,hiking
T1784,1457,Cancun,06/27/2024,10,67000,"safari, kayaking, hiking"
T1785,1023,Cancun,05/19/2025,4,76000,spa
T1786,1023,Cape Town,"April 04, 2022",9,266000,"spa, shopping"
T1787,1836,Denver,2022-11-12,3,189000,food tour
T1788,1069,Cancun,04/08/2023,3,72000,shopping
T1789,1069,Bali,12/22/2022,7,99000,wine tasting
T1790,1426,Bali,04/23/2025,4,109000,museum tour
T1791,1426,Tokyo,"June 26, 2025",9,113000,"cultural show, food tour"
T1792,1426,Bali,2025-03-17,10,126000,food tour
T1793,1426,Bali,2022-08-02,8,92000,"cultural show, food tour"
T1794,1493,Cancun,2024-07-24,7,85000,hiking
T1795,1493,Tokyo,2021-09-15,7,93000,hiking
T1796,1493,Bali,2025-01-11,6,122000,safari
T1797,1493,Denver,04/16/2022,4,161000,hiking
T1798,1311,Tokyo,05/07/2025,9,90000,"safari, hiking, kayaking"
T1799,1311,Banff,09/20/2023,9,338000,"kayaking, safari"
T1800,1311,Banff,2024-04-15,4,325000,kayaking
T1801,1815,Rome,2022-03-17,6,253000,museum tour
T1802,1815,Cancun,2021-08-16,8,88000,"food tour, museum tour"
T1803,1815,Bali,2024-02-27,3,105000,"cultural show, museum tour"
T1804,1980,Cancun,2022-03-07,8,84000,"hiking, safari, kayaking"
T1805,1980,Tokyo,2022-05-21,5,100000,"safari, kayaking, hiking"
T1806,1980,Bali,2021-06-30,3,114000,hiking
T1807,1980,Tokyo,"January 08, 2023",7,100000,"hiking, safari"
T1808,1980,Tokyo,02/25/2022,3,86000,"hiking, safari"
T1809,1388,Bali,09/06/2022,8,120000,"hiking, kayaking"
T1810,1388,Barcelona,"April 19, 2025",4,193000,"safari, hiking"
T1811,1388,Banff,"February 12, 2023",3,343000,safari
T1812,1388,Phuket,07/27/2023,9,543000,"hiking, safari, kayaking"
T1813,1368,Cape Town,"October 09, 2023",10,284000,"snorkeling, beach"
T1814,1368,Denver,2025-03-11,10,145000,"beach, spa, snorkeling"
T1815,1368,Cape Town,2023-05-29,7,276000,"spa, snorkeling, beach"
